1,51.0100084,6.73597864
2,51.02626009,6.98767324
3,50.94618885,7.12298081
4,50.88131,7.09178399
5,50.9555687,6.93085455
6,50.99130208,6.73193583
7,50.86132842,6.98977094
8,50.89773275,6.86792613
9,50.97281475,6.79910702
10,50.91488588,6.92632055
11,50.77471684,6.91747583
12,50.84794132,6.75514159
13,50.97190111,7.03305129
14,50.91323747,6.81838665
15,50.8192769,6.80388511
16,51.05993938,6.98767204
17,51.00712257,7.11249071
18,50.94419683,6.77549813
19,50.84898619,7.07857459
20,51.07237913,7.00349701
21,51.01491825,6.72879226
22,50.81389731,7.0064707
23,50.99496138,6.92778799
24,50.86484832,6.72071983
25,50.93069459,6.96715281
26,51.08083117,6.87893048
27,50.97359208,6.79038927
28,50.80518144,6.96155669
29,50.95865686,6.98812684
30,50.91317735,6.70606654
31,50.9555142,6.93226097
32,50.96695947,6.91284272
33,50.97746659,6.95206109
34,51.00702067,6.78251669
35,50.9129992,7.03304956
36,50.78175665,6.92206494
37,50.96859053,7.22080644
38,50.97104417,7.1026115
39,51.0162016,6.75749291
40,50.99781609,7.21768896
41,50.99394972,7.15201721
42,50.92276238,7.13594832
43,50.94850108,7.12049857
44,50.95734249,6.79481517
45,50.92295604,6.75294258
46,51.00234002,6.84769913
47,50.92183228,6.93399575
48,51.01737294,6.76642805
49,51.09840391,7.04474161
50,50.94972925,7.09228573
